NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
Somerville,40.570408,-74.605258,18.6,1/1/2011,0
Somerville,40.570408,-74.605258,18.6,1/2/2011,0.04
Somerville,40.570408,-74.605258,18.6,1/3/2011,0
Somerville,40.570408,-74.605258,18.6,1/4/2011,0
Somerville,40.570408,-74.605258,18.6,1/5/2011,0
Somerville,40.570408,-74.605258,18.6,1/6/2011,0
Somerville,40.570408,-74.605258,18.6,1/7/2011,0.04
Somerville,40.570408,-74.605258,18.6,1/8/2011,0.09
Somerville,40.570408,-74.605258,18.6,1/9/2011,0.07
Somerville,40.570408,-74.605258,18.6,1/10/2011,0
Somerville,40.570408,-74.605258,18.6,1/11/2011,0
Somerville,40.570408,-74.605258,18.6,1/12/2011,0.45
Somerville,40.570408,-74.605258,18.6,1/13/2011,0
Somerville,40.570408,-74.605258,18.6,1/14/2011,0
Somerville,40.570408,-74.605258,18.6,1/15/2011,0
Somerville,40.570408,-74.605258,18.6,1/16/2011,0
Somerville,40.570408,-74.605258,18.6,1/17/2011,0
Somerville,40.570408,-74.605258,18.6,1/18/2011,0.53
Somerville,40.570408,-74.605258,18.6,1/19/2011,0.35
Somerville,40.570408,-74.605258,18.6,1/20/2011,0
Somerville,40.570408,-74.605258,18.6,1/21/2011,0.34
Somerville,40.570408,-74.605258,18.6,1/22/2011,0
Somerville,40.570408,-74.605258,18.6,1/23/2011,0
Somerville,40.570408,-74.605258,18.6,1/24/2011,0
Somerville,40.570408,-74.605258,18.6,1/25/2011,0
Somerville,40.570408,-74.605258,18.6,1/26/2011,0.35
Somerville,40.570408,-74.605258,18.6,1/27/2011,1.45
Somerville,40.570408,-74.605258,18.6,1/28/2011,0
Somerville,40.570408,-74.605258,18.6,1/29/2011,0
Somerville,40.570408,-74.605258,18.6,1/30/2011,0.02
Somerville,40.570408,-74.605258,18.6,1/31/2011,0
Somerville,40.570408,-74.605258,18.6,2/1/2011,0.06
Somerville,40.570408,-74.605258,18.6,2/3/2011,
Somerville,40.570408,-74.605258,18.6,2/4/2011,0
Somerville,40.570408,-74.605258,18.6,2/5/2011,0
Somerville,40.570408,-74.605258,18.6,2/6/2011,0.26
Somerville,40.570408,-74.605258,18.6,2/7/2011,0
Somerville,40.570408,-74.605258,18.6,2/8/2011,0.15
Somerville,40.570408,-74.605258,18.6,2/9/2011,0
Somerville,40.570408,-74.605258,18.6,2/10/2011,0
Somerville,40.570408,-74.605258,18.6,2/11/2011,0
Somerville,40.570408,-74.605258,18.6,2/12/2011,0
Somerville,40.570408,-74.605258,18.6,2/13/2011,0
Somerville,40.570408,-74.605258,18.6,2/14/2011,0
Somerville,40.570408,-74.605258,18.6,2/15/2011,0
Somerville,40.570408,-74.605258,18.6,2/16/2011,0
Somerville,40.570408,-74.605258,18.6,2/17/2011,0
Somerville,40.570408,-74.605258,18.6,2/18/2011,0
Somerville,40.570408,-74.605258,18.6,2/19/2011,0.05
Somerville,40.570408,-74.605258,18.6,2/20/2011,0
Somerville,40.570408,-74.605258,18.6,2/21/2011,0.1
Somerville,40.570408,-74.605258,18.6,2/22/2011,0
Somerville,40.570408,-74.605258,18.6,2/23/2011,0
Somerville,40.570408,-74.605258,18.6,2/24/2011,0
Somerville,40.570408,-74.605258,18.6,2/25/2011,0.77
Somerville,40.570408,-74.605258,18.6,2/26/2011,0.42
Somerville,40.570408,-74.605258,18.6,2/27/2011,0
Somerville,40.570408,-74.605258,18.6,2/28/2011,0.35
Somerville,40.570408,-74.605258,18.6,3/1/2011,0.11
